"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description",Título,Descripción,"Categorías relacionadas","Forma de contacto con el centro"
428,"Servicio público disponible",published,"2020-03-21 16:49:24","2020-03-21 18:14:05","2020-03-21 17:01:01",,,,,,"Comercio Pollería Dani","Comercio de proximidad abierto y a tu servicio. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",915755976
429,"Servicio público disponible",published,"2020-03-21 16:50:28","2020-03-21 18:14:05","2020-03-21 17:01:40",,,,,,"Pescadería La Central","Comercio de proximidad abierto y a tu servicio. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914310215
430,"Servicio público disponible",published,"2020-03-21 16:51:22","2020-03-21 18:14:05","2020-03-21 17:02:55",,,,,,"Pescadería V. Ballesteros","Comercio de proximidad abierto y a tu servicio. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",915764554
431,"Servicio público disponible",published,"2020-03-21 16:51:40","2020-03-21 18:14:05","2020-03-21 16:48:32",,,,,,"La Vita","""Productos naturales, dietéticos, alimentación ecológica y especializada, plantas medicinales, cosmética natural. Encontrarás infinidad de productos naturales, tratamientos, alimentación biológica, panadería, productos frescos, pastelería dietética, etc. Especialistas en productos sin gluten y sin lactosa. https://costafleming.es/portfolio-item/la-vita/
La Vita abre estos días de lunes a viernes de 10:00 a 14:00 ""","Comercio de Proximidad",913454969
432,"Servicio público disponible",published,"2020-03-21 16:51:58","2020-03-21 19:04:53","2020-03-21 16:38:23",,,,,,"Mercado Municipal de Prosperidad","Comercio de proximidad abierto y a tu servicio. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio","Alimentación,Comercio de Proximidad","914 139 897"
433,"Servicio público disponible",published,"2020-03-21 16:52:16","2020-03-21 18:14:05","2020-03-21 17:03:41",,,,,,"Carnicería Las Viandas de Julián","Comercio de proximidad abierto y a tu servicio. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",914317891
434,"Servicio público disponible",published,"2020-03-21 16:53:52","2020-03-21 18:14:05","2020-03-21 16:43:33",,,,,,"Mercado Municipal de Bami","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Consultar posible servicio a domicilio.",Alimentación,"914 013 839"
435,"Servicio público disponible",published,"2020-03-21 16:54:15","2020-03-23 15:19:40","2020-03-21 17:05:24",,,,,,"Comercio Mateo Cucina Italiana","Comercio de proximidad abierto y a tu servicio. Comida italiana. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",912306816
436,"Servicio público disponible",published,"2020-03-21 16:55:59","2020-03-21 18:14:05","2020-03-21 16:52:00",,,,,,"Supermercado Naturasi Bernabéu","Comercio de proximidad abierto y a tu servicio. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Consultar posible reparto a domicilio. 
https://www.naturasi.es/bernabeu.html Horario: De Lunes a Sábado de 9.00 a 21.00 Domingo cerrados","Comercio de Proximidad",madrid1@naturasi.es
438,"Servicio público disponible",published,"2020-03-21 16:57:22","2020-03-21 18:14:05","2020-03-21 16:50:56",,,,,,"Comercio de proximidad. Mercado Municipal de Barceló.","Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos.",Alimentación,"913 690 620"
440,"Servicio público disponible",published,"2020-03-21 17:00:08","2020-03-21 19:04:17","2020-03-21 16:53:34",,,,,,"Mercado Municipal de San Cristobal","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad",913151892
441,"Servicio público disponible",published,"2020-03-21 17:04:14","2020-03-21 19:06:43","2020-03-21 17:00:45",,,,,,"Mercado Municipal de Maravillas","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","915 334 030"
442,"Servicio público disponible",published,"2020-03-21 17:05:55","2020-03-21 18:13:21","2020-03-21 16:55:10",,,,,,"Mercado Municipal de Moratalaz","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias, Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.",Alimentación,"914 394 479"
445,"Servicio público disponible",published,"2020-03-21 17:09:16","2020-03-21 18:13:21","2020-03-21 17:04:04",,,,,,EsdeRaiz,"Alimentación Ecológica. Productos artesanos, ecológicos y de temporada. Comercio de proximidad abierto y a tu servicio. Consultar posible reparto a domicilio. Horario: De Lunes a Viernes de 10:00 a 14:00 y de 17.00 a 20:45. Sábado de 10:00 a 15:00
https://esderaiz.com/","Comercio de Proximidad",info@esderaiz.com
447,"Servicio público disponible",published,"2020-03-21 17:13:09","2020-03-21 19:03:54","2020-03-21 17:07:18",,,,,,"Mercado Municipal de San Enrique","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","915 720 467"
448,"Servicio público disponible",published,"2020-03-21 17:14:10","2020-03-21 18:13:21","2020-03-21 17:09:36",,,,,,"Roncali Productos Ecológicos","Productos ecológicos. Frutas, verduras, hortalizas, carne, harinas, panes, repostería, lácteos, huevos- Comercio de proximidad abierto y a tu servicio. Consultar posible reparto a domicilio. 
http://www.lahuertadelafundacion.org/","Comercio de Proximidad","91 413 72 40."
450,"Servicio público disponible",published,"2020-03-21 17:19:02","2020-03-21 18:13:21","2020-03-21 17:16:01",,,,,,"Mercado Municipal de Puente de Vallecas","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias, Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.",Alimentación,"913 818 494"
451,"Servicio público disponible",published,"2020-03-21 17:19:30","2020-03-21 19:03:22","2020-03-21 17:15:00",,,,,,"Mercado Municipal de Tetuán","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","915 794 671"
452,"Servicio público disponible",published,"2020-03-21 17:21:09","2020-03-21 18:13:21","2020-03-21 17:14:36",,,,,,2D,"Alimentación Ecológica. Frutas, verduras, hortalizas, carne, harinas, panes, repostería, lácteos, huevos. Comercio de proximidad abierto y a tu servicio. Consultar posible reparto a domicilio. Horario: De Lunes a Viernes de 10:00 a 14:30 y de 17:00 a 20:00 Sábado de 11:00 a 15:00. Domingo cerrado.
https://2decologico.org/","Comercio de Proximidad","911 68 96 57, 2decologico@gmail.com"
453,"Servicio público disponible",published,"2020-03-21 17:21:29","2020-03-21 18:39:27","2020-03-21 17:19:21",,,,,,"Mercado Municipal de Numancia","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias, Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","914 777 143"
457,"Servicio público disponible",published,"2020-03-21 17:25:50","2020-03-21 18:58:15","2020-03-21 17:20:22",,,,,,"Mercado Municipal de la Remonta","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","915 718 517"
458,"Servicio público disponible",published,"2020-03-21 17:27:30","2020-03-21 18:39:05","2020-03-21 17:22:08",,,,,,"Mercado Municipal de Mediodía-Entrevías","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias, Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","915 071 765"
460,"Servicio público disponible",published,"2020-03-21 17:29:25","2020-03-21 18:10:55","2020-03-21 17:21:30",,,,,,"La Magdalena de Proust","Alimentación Ecológica. Productos vegetales obtenidos en huerta propia en estiloso local.Comercio de proximidad abierto y a tu servicio. Consultar posible reparto a domicilio. Horario:
https://www.lamagdalenadeproust.com/","Comercio de Proximidad","919 12 73 53, online.lamagdalenadeproust@gmail.com"
461,"Servicio público disponible",published,"2020-03-21 17:32:21","2020-03-21 18:57:33","2020-03-21 17:26:36",,,,,,"Mercado Municipal de Chamberí","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","914 469 574"
462,"Servicio público disponible",published,"2020-03-21 17:34:57","2020-03-21 21:06:53","2020-03-21 17:32:21",,,,,,"Mercado Municipal de Doña Carlota","Comercio de proximidad abierto y a tu servicio. Carnes, embutidos, huevos, pescado, frutas, verduras, pan, ultramarinos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias, Si tienes dudas sobre horarios o productos puedes contactar antes de desplazarte. Disponible servicio a domicilio.","Alimentación,Comercio de Proximidad","915 522 940"
